,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
3064,General debate,A_63_PV.12_E, 2008-09-26 ,Bainimarama,Fiji,Josaia V.  Bainimarama,FJI,Prime Minister and Commander of the Military Forces of the Republic of the Fiji Islands 
3065,General debate,A_63_PV.12_E, 2008-09-26 ,Haarde,Iceland,Geir  Haarde,ISL,Prime Minister of the Republic of Iceland 
3066,General debate,A_63_PV.12_E, 2008-09-26 ,Thompson,Barbados,David  Thompson,BRB,Prime Minister and Minister for Finance
3067,General debate,A_63_PV.12_E, 2008-09-26 ,El Fassi,Morocco, Abbas  El Fassi,MAR,Prime Minister of the Kingdom of Morocco 
3068,General debate,A_63_PV.12_E, 2008-09-26 ,Ielemia,Tuvalu,Apisai  Ielemia,TUV,Prime Minister and Minister for Foreign Affairs and Labour of Tuvalu 
3069,General debate,A_63_PV.12_E, 2008-09-26 ,Sanader,Croatia,Ivo  Sanader,HRV,Prime Minister of the Republic of Croatia 
3070,General debate,A_63_PV.12_E, 2008-09-26 ,Singh,India,Manmohan  Singh,IND,Prime Minister of the Republic of India 
3071,General debate,A_63_PV.12_E, 2008-09-26 ,Sikua,Solomon Islands,Derrick   Sikua,SLB,Prime Minister of the Solomon Islands 
3072,General debate,A_63_PV.12_E, 2008-09-26 ,Gonzi,Malta,Lawrence  Gonzi,MLT,Prime Minister of the Republic of Malta 
3034,General debate,A_63_PV.14_E, 2008-09-27 ,Pak,Democratic People's Republic of Korea,Tok Hun  Pak,PRK,international community must show its strong commitment to combating terrorism while protecting human rights and the rule of law. On regional security
3035,General debate,A_63_PV.14_E, 2008-09-27 ,Al Barout,United Arab Emirates,Anwar Toman Barout Saleem  Al Barout,ARE,
3036,General debate,A_63_PV.14_E, 2008-09-27 ,Okuda,Japan,Norihiro  Okuda,JPN,
3037,General debate,A_63_PV.14_E, 2008-09-27 ,Salsabili,Iran,Mansour  Salsabili,IRN,
3038,General debate,A_63_PV.14_E, 2008-09-27 ,Pak,Democratic People's Republic of Korea,Gil Yon  Pak,PRK,international community must show its strong commitment to combating terrorism while protecting human rights and the rule of law. On regional security
3039,General debate,A_63_PV.14_E, 2008-09-27 ,Yatim,Malaysia,Rais   Yatim,MYS,Minister for Foreign Affairs of Malaysia. Mr. Yatim (Malaysia): 
3040,General debate,A_63_PV.14_E, 2008-09-27 ,Schwarzenberg,Czech Republic,Karel    Schwarzenberg,CZE,Minister for Foreign Affairs of the Czech Republic. Mr. Schwarzenberg (Czech Republic): Let me begin by extending my congratulations to you
3041,General debate,A_63_PV.14_E, 2008-09-27 ,Fernández,Uruguay,Gonzalo   Fernández,URY,Minister for Foreign Affairs of the Eastern Republic of Uruguay. Mr. Fernandez (Uruguay) (spoke in Spanish): Uruguay
3042,General debate,A_63_PV.14_E, 2008-09-27 ,Gopee-Scoon,Trinidad and Tobago,Paula   Gopee-Scoon,TTO,MP
3043,General debate,A_63_PV.14_E, 2008-09-27 ,Esaw,Togo,Koffi  Esaw,TGO,Minister of State
3044,General debate,A_63_PV.14_E, 2008-09-27 ,Bakoyannis,Greece,Dora  Bakoyannis,GRC,Minister for Foreign Affairs of Greece. Ms. Bakoyannis (Greece) (spoke in French): Sophocles said that all mankind is subject to error. We are gathered here in this Assembly in order to limit the scope of those errors and to ensure respect for the mandate of the United Nations. My Government fully agrees with the objectives and ideas expressed by President Nicolas Sarkozy as President of the European Union (see ). 
3045,General debate,A_63_PV.14_E, 2008-09-27 ,Norov,Uzbekistan,Vladimir  Norov,UZB,Minister for Foreign Affairs of the Republic of Uzbekistan. Mr. Norov (Uzbekistan) (spoke in Russian): Allow me at the outset to congratulate Mr. Miguel dEscoto Brockmann on his election to the presidency of the General Assembly at its sixty-third session and wish him every success in his work. In the context of the agenda of the current session of the General Assembly
3046,General debate,A_63_PV.14_E, 2008-09-27 ,Bianchéri,Monaco,Franck   Bianchéri,MCO,Government Councillor for External Relations and for International Economic and Financial Affairs of Monaco. that my delegation will support Mr. Biancheri (Monaco) (spoke in French): Allow me at the outset to convey to the President my congratulations on his election and to acknowledge
3047,General debate,A_63_PV.14_E, 2008-09-27 ,Wirajuda,Indonesia,Hassan  Wirajuda,IDN,Minister for Foreign Affairs of the Republic of Indonesia. first congratulate Mr. DEscoto Brockmann on his assumption of the presidency of the General Assembly at its sixty-third session. I am sure that he will lead our deliberations with great wisdom and skill. I also wish to congratulate his predecessor
3048,General debate,A_63_PV.14_E, 2008-09-27 ,Tsekoa,Lesotho,Mohlabi  Tsekoa,LSO,Minister for Foreign Affairs and International Relations of the Kingdom of Lesotho. Mr. Tsekoa (Lesotho): My delegation associates itself with the compliments extended to Mr. Miguel dEscoto Brockmann on his election to the presidency of the General Assembly at the present session
3049,General debate,A_63_PV.14_E, 2008-09-27 ,Pande,Zambia,Kabinga Jacus  Pande,ZMB,Minister for Foreign Affairs of Zambia. the outset
3050,General debate,A_63_PV.14_E, 2008-09-27 ,Göncz,Hungary,Kinga  Göncz,HUN,Minister for Foreign Affairs of Hungary. Ms. Goncz (Hungary): At the outset
3051,General debate,A_63_PV.14_E, 2008-09-27 ,Abdallah,Tunisia,Abdelwaheb  Abdallah,TUN,Minister for Foreign Affairs of the Republic of Tunisia. Mr. Abdallah (Tunisia) (spoke in Arabic): I wish at the outset to sincerely congratulate you
3052,General debate,A_63_PV.14_E, 2008-09-27 ,Lavrov,Russian Federation,Sergei Viktorovich  Lavrov,RUS,Minister for Foreign Affairs of the Russian Federation. in Russian): On 11 September 2001
3018,General debate,A_63_PV.15_E, 2008-09-29 ,Staur,Denmark,Carsten  Staur,DNK,chairman of the delegation of Denmark. Mr. Staur (Denmark): My Government agrees entirely with the Secretary-Generals remarks at the opening of this debate. 
3019,General debate,A_63_PV.15_E, 2008-09-29 ,Espinosa Garcés,Ecuador,María Fernanda  Espinosa Garcés,ECU,chairperson of the delegation of the Republic of Ecuador. Ms. Espinosa (Ecuador) (spoke in Spanish): I am highly honoured to address the Assembly on behalf of the Government of the citizen revolution
3020,General debate,A_63_PV.15_E, 2008-09-29 ,Ettalhi,Libyan Arab Jamahiriya,Giadalla A.  Ettalhi,LBY,chairman of the delegation of the Socialist Peoples Libyan Arab Jamahiriya. Mr. Ettalhi (Libyan Arab Jamahiriya) (spoke in Arabic): Allow me at the outset
3021,General debate,A_63_PV.15_E, 2008-09-29 ,Dosbol,Kyrgyzstan,Nur Uulu  Dosbol,KGZ,State Secretary of Kyrgyzstan. Mr. Dosbol (Kyrgyzstan) (spoke in Russian): At the outset
3022,General debate,A_63_PV.15_E, 2008-09-29 ,Bakayoko,Côte d'Ivoire,Youssouf  Bakayoko,CIV,Minister for Foreign Affairs of the Republic of Cote dIvoire. Mr. Bakayoko (Cote dIvoire) (spoke in French): On behalf of my delegation
3023,General debate,A_63_PV.15_E, 2008-09-29 ,Ikouebe,Congo,Basile  Ikouebe,COG,Minister for Foreign Affairs and La Francophonie of the Republic of the Congo. takes that into account the 25 We commend the Secretary-General on Mr. Ikouebe (Congo) (spoke in French): My delegation welcomes your inspired election
3024,General debate,A_63_PV.15_E, 2008-09-29 ,Mahamat,Chad,Moussa Faki  Mahamat,TCD,Minister for Foreign Affairs and African Integration of Chad. Mr. Mahamat (Chad) (spoke in French): On behalf of my delegation and on my own behalf
3025,General debate,A_63_PV.15_E, 2008-09-29 ,Skelemani,Botswana,Phandu T.C.  Skelemani,BWA,International I wish also to pay tribute to your predecessor
3026,General debate,A_63_PV.15_E, 2008-09-29 ,Win,Myanmar,Nyan  Win,MMR,Minister for Foreign Affairs of the Union of Myanmar. Mr. Win (Myanmar): We live in an era when the world interdependent. Nothing illustrates this interdependency more than the Asian financial crisis of a decade ago and the current financial crisis gripping the worlds largest economy. 
3027,General debate,A_63_PV.15_E, 2008-09-29 ,Bashir,Jordan,Salah  Bashir,JOR,Minister for Foreign Affairs of the Hashemite Kingdom of Jordan. Mr. Bashir (Jordan) (spoke in Arabic): I wish to congratulate His Excellency Mr. Miguel dEscoto Brockmann on his election as President of the General Assembly at its sixty-third session. I wish him every success in leading us as we work to strengthen the role role in addressing the day he assumed of the United Nations in promoting international relations in the spirit of the Charter
3028,General debate,A_63_PV.15_E, 2008-09-29 ,Al-Qirbi,Yemen,Abubakr A.  Al-Qirbi,YEM,Minister for Foreign Affairs of the Republic of Yemen. Mr. Al-Qirbi (Yemen) (spoke in Arabic): I should like to start by congratulating Mr. dEscoto Brockmann on being elected to the presidency of the General Assembly at its sixty-third session. I am certain that he will steer this session wisely and successfully
3029,General debate,A_63_PV.15_E, 2008-09-29 ,Yeo,Singapore,George Yong-Boon   Yeo,SGP,Minister for Foreign Affairs of the Republic of Singapore. Mr. Yeo (Singapore): 
3030,General debate,A_63_PV.15_E, 2008-09-29 ,Kieber-Beck,Liechtenstein,Rita  Kieber-Beck,LIE,Minister Foreign Affairs of Liechtenstein. Mrs. Kieber-Beck (Liechtenstein): Since we gathered here a year ago
3031,General debate,A_63_PV.15_E, 2008-09-29 ,Stratan,Republic of Moldova,Andrei  Stratan,MDA,Deputy Prime Minister and Minister for Foreign Affairs and European Integration of the Republic of Moldova. Mr. Stratan (Republic of Moldova): At the outset
3032,General debate,A_63_PV.15_E, 2008-09-29 ,Meredov,Turkmenistan,Rashid  Meredov,TKM,Deputy Prime Minister and Minister for Foreign Affairs of Turkmenistan. Mr. Meredov (Turkmenistan) (spoke in Russian): I warmly greet and congratulate the members of the Assembly as we begin our work at the sixty-third session. to representatives and the peoples of their countries the wishes for peace and prosperity of His Excellency First of all
3033,General debate,A_63_PV.15_E, 2008-09-29 ,Sisoulith,Lao People's Democratic Republic,Thongloun  Sisoulith,LAO,Deputy Prime Minister and Minister for Foreign Affairs of the Lao Peoples Democratic Republic. Mr. Sisoulith (Lao Peoples Democratic Republic): First
2999,General debate,A_63_PV.16_E, 2008-09-29 ,Migliore,Holy See,Celestino  Migliore,VAT,chairman of the delegation of the Observer State of the Holy See. Archbishop Migliore (Holy See): As the last speaker on your list
3000,General debate,A_63_PV.16_E, 2008-09-29 ,Lidén,Sweden,Anders  Lidén,SWE,chairman of the delegation of Sweden. Mr. Liden (Sweden): 
3001,General debate,A_63_PV.16_E, 2008-09-29 ,Ileka,Democratic Republic of the Congo,Atoki  Ileka,COD,chairman of the delegation of the Democratic Republic of the Congo. Mr. Ileka (Democratic Republic of the Congo) (spoke in French): I wish at the outset to discharge the pleasant duty of conveying to you
3002,General debate,A_63_PV.16_E, 2008-09-29 ,Ould Hadrami,Mauritania,Abderrahim  Ould Hadrami,MRT,Chairman of the delegation of Mauritania. Mr. Ould Hadrami (Mauritania) (spoke in Arabic): It is with pleasure that I offer Mr. Miguel dEscoto Brockmann my warmest congratulations on his election as President of the General Assembly at its sixty-third session. We have every confidence in his exceptional skill and future success in consolidating the gains achieved and in enhancing international peace and security in a world system characterized by prosperity
3003,General debate,A_63_PV.16_E, 2008-09-29 ,Khaleel,Maldives,Ahmed  Khaleel,MDV,chairman of the delegation of the Republic of Maldives. Mr. Khaleel (Maldives): I am delivering this statement on behalf of His Excellency Mr. Abdulla Shahid
3004,General debate,A_63_PV.16_E, 2008-09-29 ,Soborun,Mauritius,Somduth  Soborun,MUS,chairman of the delegation of the Republic of Mauritius. Mr. Soborun (Mauritius): I stand in for 
3005,General debate,A_63_PV.16_E, 2008-09-29 ,Maurer,Switzerland,Peter  Maurer,CHE,chairman of the delegation of the Swiss Confederation. Mr. Maurer (Switzerland) (spoke in French): I have the honour to speak on behalf of the President of the Swiss Confederation
3006,General debate,A_63_PV.16_E, 2008-09-29 ,Dapkiunas,Belarus,Andrei  Dapkiunas,BLR,chairman of the delegation of the Republic of Belarus. Mr. Dapkiunas (Belarus) (spoke in Belarusian; interpretation the delegation): This sessions general political debate and high-level meetings once again convince us of the need to move in international relations from confrontation based on narrow national interests towards equal
3007,General debate,A_63_PV.16_E, 2008-09-29 ,Pramudwinai,Thailand,Don  Pramudwinai,THA,chairman of the delegation of the Kingdom of Thailand. Mr. Pramudwinai (Thailand): 
3008,General debate,A_63_PV.16_E, 2008-09-29 ,Banks,New Zealand,Rosemary  Banks,NZL,chair of the delegation of New Zealand. Ms. Banks (New Zealand): Sixty-three years after its formation
3009,General debate,A_63_PV.16_E, 2008-09-29 ,Chaderton Matos,Venezuela,Roy  Chaderton Matos,VEN,chairman of the delegation of the Bolivarian Republic of Venezuela. Mr. Chaderton Matos (Bolivarian Republic of Venezuela) (spoke in Spanish): For Venezuelans
3010,General debate,A_63_PV.16_E, 2008-09-29 ,Ouch,Cambodia,Borith  Ouch,KHM,Secretary of State
3011,General debate,A_63_PV.16_E, 2008-09-29 ,Edwards,Canada,Leonard  Edwards,CAN,Deputy Minister for Foreign Affairs of Canada. Mr. Edwards (Canada): I am honoured to be here today on behalf of the Government of Canada to once again reaffirm my countrys commitment to a strong and effective United Nations. (spoke in French) remains indispensable the many global challenges that confront us today
3012,General debate,A_63_PV.16_E, 2008-09-29 ,Mohammed,Eritrea,Osman Saleh   Mohammed,ERI,Minister for Foreign Affairs of Eritrea. this opportunity to warmly congratulate Mr. Miguel dEscoto Brockmann on his election as President of the General Assembly at its sixty-third session. He has the full support of my delegation
3013,General debate,A_63_PV.16_E, 2008-09-29 ,Dlamini-Zuma,South Africa,Nkosazana  Dlamini-Zuma,ZAF,Minister for Foreign Affairs of Republic of South Africa. (South Africa): My delegation and I join in expressing our congratulations to you
3014,General debate,A_63_PV.16_E, 2008-09-29 ,Maduekwe,Nigeria,Ojo  Maduekwe,NGA,Minister for Foreign Affairs of the Federal Republic of Nigeria. Mr. Maduekwe (Nigeria): I congratulate you
3015,General debate,A_63_PV.16_E, 2008-09-29 ,Elrington,Belize,Wilfred P.  Elrington,BLZ,Attorney General and Minister for Foreign Affairs and Foreign Trade of Belize. the Government and people of Belize
3016,General debate,A_63_PV.16_E, 2008-09-29 ,Mesfin,Ethiopia,Seyoum  Mesfin,ETH,Minister for Foreign Affairs of the Federal Democratic Republic of Ethiopia. Mr. Mesfin (Ethiopia): I should like to begin by congratulating you
3017,General debate,A_63_PV.16_E, 2008-09-29 ,Martin,Ireland,Micheál  Martin,IRL,Minister for Foreign Affairs of Ireland. Mr. Martin (Ireland): Mr. President
3167,General debate,A_63_PV.5_E, 2008-09-23 ,Divungi Di Ndinge,Gabon,Didjob  Divungi Di Ndinge,GAB,Vice-President of the Gabonese Republic 
3168,General debate,A_63_PV.5_E, 2008-09-23 ,Kikwete,United Republic of Tanzania,Jakaya  Kikwete,TZA,President of the United Republic of Tanzania. 
3169,General debate,A_63_PV.5_E, 2008-09-23 ,Tadic,Serbia,Boris  Tadic,SRB,President of the Republic of Serbia 
3170,General debate,A_63_PV.5_E, 2008-09-23 ,Ravalomanana,Madagascar,Marc  Ravalomanana,MDG,President of the Republic of Madagascar 
3171,General debate,A_63_PV.5_E, 2008-09-23 ,Fernández de Kirchner,Argentina,Cristina  Fernández de Kirchner,ARG,Latin America and across the newly developed world. 
3172,General debate,A_63_PV.5_E, 2008-09-23 ,Gül,Turkey,Abdullah  Gül,TUR,President of the Republic of Turkey 
3173,General debate,A_63_PV.5_E, 2008-09-23 ,Sirleaf,Liberia,Ellen Johnson  Sirleaf,LBR,President of the Republic of Liberia 
3174,General debate,A_63_PV.5_E, 2008-09-23 ,Al-Thani,Qatar,Sheikh Hamad bin Khalifa  Al-Thani,QAT,Amir of the State of Qatar 
3175,General debate,A_63_PV.5_E, 2008-09-23 ,Macapagal-Arroyo,Philippines,Gloria  Macapagal-Arroyo,PHL,President of the Republic of the Philippines 
3176,General debate,A_63_PV.5_E, 2008-09-23 ,Sarkozy,France,Nicolas  Sarkozy,FRA,who also currently holds the presidency of the European Union. Next will come the Presidents of the Philippines
3177,General debate,A_63_PV.5_E, 2008-09-23 ,Bush,United States,George W.  Bush,USA,President of the United States of America 
3178,General debate,A_63_PV.5_E, 2008-09-23 ,Silva,Brazil,Luiz Inácio Lula da  Silva,BRA,President of the Federative Republic of Brazil 
3136,General debate,A_63_PV.6_E, 2008-09-23 ,Yayi,Benin,Boni  Yayi,BEN,President of the Republic of Benin 
3137,General debate,A_63_PV.6_E, 2008-09-23 ,Pohamba,Namibia,Hifikepunye  Pohamba,NAM,President of the Republic of Namibia 
3138,General debate,A_63_PV.6_E, 2008-09-23 ,Morales Ayma,Bolivia,Evo  Morales Ayma,BOL,President of the Republic of Bolivia 
3139,General debate,A_63_PV.6_E, 2008-09-23 ,Saakashvili,Georgia,Mikheil  Saakashvili,GEO,President of the Republic of Georgia 
3140,General debate,A_63_PV.6_E, 2008-09-23 ,Jagdeo,Guyana,Bharrat  Jagdeo,GUY,President of the Republic of Guyana 
3141,General debate,A_63_PV.6_E, 2008-09-23 ,Museveni,Uganda,Yoweri  Museveni,UGA,President of the Republic of Uganda 
3142,General debate,A_63_PV.6_E, 2008-09-23 ,Torrijos,Panama,Martín  Torrijos,PAN,President of the Republic of Panama 
3143,General debate,A_63_PV.6_E, 2008-09-23 ,Kibaki,Kenya,Mwai  Kibaki,KEN,President of the Republic of Kenya 
3144,General debate,A_63_PV.6_E, 2008-09-23 ,Sleiman,Lebanon,Michel   Sleiman,LBN,President of the Lebanese Republic 
3145,General debate,A_63_PV.6_E, 2008-09-23 ,Ahmadinejad,Iran,Mahmoud  Ahmadinejad,IRN,President of the Islamic Republic of Iran 
3146,General debate,A_63_PV.6_E, 2008-09-23 ,Adamkus,Lithuania,Valdas  Adamkus,LTU,President of the Republic of Lithuania 
3147,General debate,A_63_PV.6_E, 2008-09-23 ,Kagame,Rwanda,Paul  Kagame,RWA,President of the Republic of Rwanda 
3148,General debate,A_63_PV.6_E, 2008-09-23 ,Silajdzic,Bosnia and Herzegovina,Haris  Silajdzic,BIH,Chairman of the Presidency of Bosnia and Herzegovina 
3149,General debate,A_63_PV.6_E, 2008-09-23 ,Halonen,Finland,Tarja Kaarina  Halonen,FIN,President of the Republic of Finland 
3121,General debate,A_63_PV.7_E, 2008-09-24 ,Machado Ventura,Cuba,José Ramón  Machado Ventura,CUB,First Vice-President of the Republic of Cuba 
3122,General debate,A_63_PV.7_E, 2008-09-24 ,Wen,China,Jiabao  Wen,CHN,Premier of the State Council of the Peoples Republic of China 
3123,General debate,A_63_PV.7_E, 2008-09-24 ,Peres,Israel,Shimon  Peres,ISR,President of the State of Israel hear an address by the President of the State of Israel. Mr. Shimon Peres
3124,General debate,A_63_PV.7_E, 2008-09-24 ,Compaoré,Burkina Faso,Blaise  Compaoré,BFA,President of Burkina Faso hear an address by the President of Burkina Faso. Mr. Blaise Compaore
3125,General debate,A_63_PV.7_E, 2008-09-24 ,Karzai,Afghanistan,Hamid  Karzai,AFG,President of the Islamic Republic of Afghanistan 
3126,General debate,A_63_PV.7_E, 2008-09-24 ,Wade,Senegal,Abdoulaye  Wade,SEN,President of the Republic of Senegal 
3127,General debate,A_63_PV.7_E, 2008-09-24 ,Calderón Hinojosa,Mexico,Felipe  Calderón Hinojosa,MEX,President of the United Mexican States 
3128,General debate,A_63_PV.7_E, 2008-09-24 ,Fernández,Dominican Republic,Leonel  Fernández,DOM,President of the Dominican Republic 
3129,General debate,A_63_PV.7_E, 2008-09-24 ,Türk,Slovenia,Danilo  Türk,SVN,President of the Republic of Slovenia 
3130,General debate,A_63_PV.7_E, 2008-09-24 ,Bachelet,Chile,Michelle  Bachelet,CHL,President of the Republic of Chile 
3131,General debate,A_63_PV.7_E, 2008-09-24 ,Kufuor,Ghana,John Agyekum  Kufuor,GHA,President of the Republic of Ghana 
