,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
2167,General debate,A_59_PV.15_E, 2004-09-29 ,Insanally,Guyana,Samuel R.  Insanally,GUY,Minister for Foreign Affairs of the Republic of Guyana and former President of the General Assembly. Mr. Insanally (Guyana): 
2168,General debate,A_59_PV.15_E, 2004-09-29 ,Svoboda,Czech Republic,Cyril  Svoboda,CZE,Minister for Foreign Affairs of the Czech Republic. Mr. Svoboda (Czech Republic): Let me first congratulate Mr. Jean Ping on his election as President of the General Assembly at its fifty-ninth session and wish him every success in this important position. I would also like to thank his predecessor
2169,General debate,A_59_PV.15_E, 2004-09-29 ,Uribe Vélez,Colombia,Alvaro  Uribe Vélez,COL,President of the Republic of Colombia 
2152,General debate,A_59_PV.16_E, 2004-09-29 ,Clodumar,Nauru,Vinci Neil  Clodumar,NRU,Chairman of the delegation of the Republic of Nauru. Mr. Clodumar (Nauru): It gives me great pleasure to deliver this statement on behalf of His Excellency Ludwig Scotty
2153,General debate,A_59_PV.16_E, 2004-09-29 ,Wénézoui,Central African Republic,Charles-Hervé  Wénézoui,CAF,Minister for Foreign Affairs
2154,General debate,A_59_PV.16_E, 2004-09-29 ,Ramos-Horta,Timor-Leste,José  Ramos-Horta,TLS,Minister for Foreign Affairs and Cooperation of the Democratic Republic of Timor-Leste. Mr. Ramos-Horta (Timor-Leste): In view of time constraints
2155,General debate,A_59_PV.16_E, 2004-09-29 ,Shalghem,Libyan Arab Jamahiriya,Abdurahman  Shalghem,LBY,Secretary of the General Peoples Committee for Foreign Liaison and International Cooperation of the Libyan Arab Jamahiriya. Mr. Shalghem (Libyan Arab Jamahiriya) (spoke in Arabic): It is my pleasure to congratulate you
2156,General debate,A_59_PV.16_E, 2004-09-29 ,Abdella,Eritrea,Ali Said  Abdella,ERI,Minister for Foreign Affairs of Eritrea. to the outset join previous speakers Mr. Abdella (Eritrea) (spoke in Arabic): Allow me at in congratulating you
2157,General debate,A_59_PV.16_E, 2004-09-29 ,Ould Bellal,Mauritania,Mohamed   Ould Bellal,MRT,Minister for Foreign Affairs and Cooperation of Mauritania. Mr. Ould Bellal (Mauritania) (spoke in Arabic): I am pleased
2158,General debate,A_59_PV.16_E, 2004-09-29 ,Yamassoum,Chad,Nagoum  Yamassoum,TCD,Minister of State
2159,General debate,A_59_PV.16_E, 2004-09-29 ,Anefal,Micronesia,Sebastian  Anefal,FSM,Minister for Foreign Affairs of the Federated States of Micronesia. Mr. Anefal (Federated States of Micronesia): I am honoured by the opportunity to speak before the General Assembly at its fifty-ninth session on behalf of the people of my Pacific island nation
2143,General debate,A_59_PV.17_E, 2004-09-30 ,Dauth,Australia,John  Dauth,AUS,chairman of the delegation of Australia. Mr. Dauth (Australia): Sir
2144,General debate,A_59_PV.17_E, 2004-09-30 ,Leslie,Belize,Stuart W.  Leslie,BLZ,head of the delegation from Belize. Mr. Leslie (Belize): My delegation congratulates you
2145,General debate,A_59_PV.17_E, 2004-09-30 ,Stanislaus,Grenada,Lamuel  Stanislaus,GRD,Chairman of the delegation of Grenada. Mr. Stanislaus (Grenada): My delegation joins in the many laudatory and congratulatory expressions addressed to you
2146,General debate,A_59_PV.17_E, 2004-09-30 ,Morales Troncoso,Dominican Republic,Carlos  Morales Troncoso,DOM,Secretary of State for Foreign Relations of the Dominican Republic. Mr. Morales Troncoso (Dominican Republic) (spoke in Spanish): It is a great honour for me today to address the General Assembly at its fifty-ninth session
2147,General debate,A_59_PV.17_E, 2004-09-30 ,Levens,Suriname,Maria  Levens,SUR,Minister for Foreign Affairs of the Republic of Suriname. Mrs. Levens (Suriname): On behalf of the Government and people of the Republic of Suriname
2148,General debate,A_59_PV.17_E, 2004-09-30 ,Nazarov,Tajikistan,Talbak  Nazarov,TJK,Minister for Foreign Affairs of the Republic of Tajikistan. Mr. Nazarov (Tajikistan) (spoke in Russian): We all pinned great hopes on the advent of the twenty-first century with regard to a more stable and secure world and sustainable development for humanity. We were all eager to expand the positive achievements of the twentieth century
2149,General debate,A_59_PV.17_E, 2004-09-30 ,Mitchell,Bahamas,Frederick A.  Mitchell,BHS,Minister for Foreign Affairs and Public Service of the Commonwealth of the Bahamas. Mr. Mitchell (Bahamas): It is my honour to congratulate you
2150,General debate,A_59_PV.17_E, 2004-09-30 ,Jameel,Maldives,Fathulla  Jameel,MDV,Minister for Foreign Affairs of the Republic of Maldives. Mr. Jameel (Maldives): First
2151,General debate,A_59_PV.17_E, 2004-09-30 ,Bonnelame,Seychelles,Jérémie  Bonnelame,SYC,Minister for Foreign Affairs of the Republic of Seychelles. Mr. Bonnelame (Seychelles) (spoke in French): My delegation
2306,General debate,A_59_PV.4_E, 2004-09-21 ,Goff,New Zealand,Phil  Goff,NZL,Minister for Foreign Affairs and Trade of New Zealand. I now from Mr. Goff (New Zealand): Fifty-nine years ago the United Nations was established by nations determined to work collectively to find alternatives to conflict as a means of resolving disputes and to create a stable
2307,General debate,A_59_PV.4_E, 2004-09-21 ,Makuza,Rwanda,Bernard  Makuza,RWA,Prime Minister of the Rwandese Republic 
2308,General debate,A_59_PV.4_E, 2004-09-21 ,Persson,Sweden,Goran  Persson,SWE,Prime Minister of the Kingdom of Sweden 
2309,General debate,A_59_PV.4_E, 2004-09-21 ,Nano,Albania,Fatos  Nano,ALB,Prime Minister of the Republic of Albania 
2310,General debate,A_59_PV.4_E, 2004-09-21 ,Rodríguez Zapatero,Spain,José Luis  Rodríguez Zapatero,ESP,Prime Minister of the Kingdom of Spain 
2311,General debate,A_59_PV.4_E, 2004-09-21 ,Koizumi,Japan,Junichiro  Koizumi,JPN,Prime Minister of Japan 
2312,General debate,A_59_PV.4_E, 2004-09-21 ,Bouteflika,Algeria,Abdelaziz  Bouteflika,DZA,President of the People(cid:146)s Democratic Republic of Algeria 
2313,General debate,A_59_PV.4_E, 2004-09-21 ,Kirchner,Argentina,Néstor Carlos  Kirchner,ARG,President of the Argentine Republic 
2314,General debate,A_59_PV.4_E, 2004-09-21 ,Lagos Escobar,Chile,Ricardo  Lagos Escobar,CHL,President of the Republic of Chile 
2315,General debate,A_59_PV.4_E, 2004-09-21 ,Mohammed VI,Morocco,King of Morocco  Mohammed VI,MAR,King of Morocco 
2316,General debate,A_59_PV.4_E, 2004-09-21 ,Mwanawasa,Zambia,Levy Patrick  Mwanawasa,ZMB,President of the Republic of Zambia 
2317,General debate,A_59_PV.4_E, 2004-09-21 ,Gasparovic,Slovakia,Ivan  Gasparovic,SVK,
2318,General debate,A_59_PV.4_E, 2004-09-21 ,Saakashvili,Georgia,Mikheil  Saakashvili,GEO,President of the Republic of Georgia 
2319,General debate,A_59_PV.4_E, 2004-09-21 ,Ravalomanana,Madagascar,Marc  Ravalomanana,MDG,President of the Republic of Madagascar 
2320,General debate,A_59_PV.4_E, 2004-09-21 ,Compaoré,Burkina Faso,Blaise  Compaoré,BFA,President of Burkina Faso 
2321,General debate,A_59_PV.4_E, 2004-09-21 ,Chissano,Mozambique,Joachim Alberto  Chissano,MOZ,President of the Republic of Mozambique 
2322,General debate,A_59_PV.4_E, 2004-09-21 ,Halonen,Finland,Tarja Kaarina  Halonen,FIN,President of the Republic of Finland 
2323,General debate,A_59_PV.4_E, 2004-09-21 ,Karzai,Afghanistan,Hamid  Karzai,AFG,President of the Transitional Islamic State of Afghanistan 
2275,General debate,A_59_PV.5_E, 2004-09-22 ,Fares,Lebanon,Issam  Fares,LBN,Deputy Prime Minister of Lebanon. Mr. Fares (Lebanon) (spoke in Arabic): As the head of Lebanon(cid:146)s delegation to the General Assembly
2276,General debate,A_59_PV.5_E, 2004-09-22 ,Martin,Canada,Paul  Martin,CAN,Prime Minister of Canada 
2277,General debate,A_59_PV.5_E, 2004-09-22 ,Mutharika,Malawi,Bingu Wa  Mutharika,MWI,President of the Republic of Malawi 
2278,General debate,A_59_PV.5_E, 2004-09-22 ,Mugabe,Zimbabwe,Robert Gabriel  Mugabe,ZWE,President of the Republic of Zimbabwe 
2279,General debate,A_59_PV.5_E, 2004-09-22 ,Vike-Freiberga,Latvia,Vaira  Vike-Freiberga,LVA,President of the Republic of Latvia 
2280,General debate,A_59_PV.5_E, 2004-09-22 ,Musharraf,Pakistan,Pervez  Musharraf,PAK,President of the Islamic Republic of Pakistan 
2281,General debate,A_59_PV.5_E, 2004-09-22 ,Duarte Frutos,Paraguay,Nicanor  Duarte Frutos,PRY,President of the Republic of Paraguay 
2282,General debate,A_59_PV.5_E, 2004-09-22 ,Guelleh,Djibouti,Ismaël Omar  Guelleh,DJI,President of the Republic of Djibouti 
2283,General debate,A_59_PV.5_E, 2004-09-22 ,Mbeki,South Africa,Thabo  Mbeki,ZAF,President of the Republic of South Africa 
2284,General debate,A_59_PV.5_E, 2004-09-22 ,Nujoma,Namibia,Sam  Nujoma,NAM,President of the Republic of Namibia 
2285,General debate,A_59_PV.5_E, 2004-09-22 ,Toledo Manrique,Peru,Alejandro  Toledo Manrique,PER,President of the Republic of Peru 
2286,General debate,A_59_PV.5_E, 2004-09-22 ,Tihic,Bosnia and Herzegovina,Sulejman  Tihic,BIH,Chairman of the Presidency of Bosnia and Herzegovina 
2287,General debate,A_59_PV.6_E, 2004-09-22 ,Adada,Congo,Rodolphe  Adada,COG,Minister for Foreign Affairs and Cooperation of the Republic of the Congo. Mr. Adada (Congo) (spoke in French): 
2288,General debate,A_59_PV.6_E, 2004-09-22 ,Al-Nuaimi,United Arab Emirates,Rashid Abdullah  Al-Nuaimi,ARE,Minister for Foreign Affairs of the United Arab Emirates. Mr. Al-Noaimi (United Arab Emirates) (spoke in Arabic): Mr. President
2289,General debate,A_59_PV.6_E, 2004-09-22 ,Abia Biteo Boricó,Equatorial Guinea,Miguel  Abia Biteo Boricó,GNQ,Prime Minister of the Republic of Equatorial Guinea 
2290,General debate,A_59_PV.6_E, 2004-09-22 ,Sanader,Croatia,Ivo  Sanader,HRV,Prime Minister of the Republic of Croatia 
2291,General debate,A_59_PV.6_E, 2004-09-22 ,Forné Molné,Andorra,Marc  Forné Molné,AND,Prime Minister of the Principality of Andorra 
2292,General debate,A_59_PV.6_E, 2004-09-22 ,Lopes,Portugal,Pedro Miguel de Santana  Lopes,PRT,Prime Minister of the Portuguese Republic 
2293,General debate,A_59_PV.6_E, 2004-09-22 ,Adamkus,Lithuania,Valdas  Adamkus,LTU,President of the Republic of Lithuania 
2294,General debate,A_59_PV.6_E, 2004-09-22 ,Kabila Kabange,Democratic Republic of the Congo,Joseph  Kabila Kabange,COD,President of the Democratic Republic of the Congo 
2295,General debate,A_59_PV.6_E, 2004-09-22 ,Torrijos,Panama,Martín  Torrijos,PAN,President of the Republic of Panama 
2296,General debate,A_59_PV.6_E, 2004-09-22 ,Rüütel,Estonia,Arnold  Rüütel,EST,President of the Republic of Estonia 
2297,General debate,A_59_PV.6_E, 2004-09-22 ,Note,Marshall Islands,Kessai H.  Note,MHL,President of the Republic of the Marshall Islands 
2298,General debate,A_59_PV.6_E, 2004-09-22 ,Mesa Gisbert,Bolivia,Carlos  Mesa Gisbert,BOL,President of the Republic of Bolivia 
2299,General debate,A_59_PV.6_E, 2004-09-22 ,Bryant,Liberia,Charles Gyude  Bryant,LBR,Chairman of the National Transitional Government of the Republic of Liberia 
2300,General debate,A_59_PV.6_E, 2004-09-22 ,Saca González,El Salvador,Eliás Antonio  Saca González,SLV,President of the Republic of El Salvador 
2301,General debate,A_59_PV.6_E, 2004-09-22 ,Berger Perdomo,Guatemala,Oscar   Berger Perdomo,GTM,President of the Republic of Guatemala 
2302,General debate,A_59_PV.6_E, 2004-09-22 ,Alexandre,Haiti,Boniface  Alexandre,HTI,Interim President of the Republic of Haiti 
