,speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position
1387,General debate,A_54_PV.4_E, 1999-09-20 ,Nujoma,Namibia,Sam  Nujoma,NAM,President of the Republic of Namibia 
1388,General debate,A_54_PV.4_E, 1999-09-20 ,Bouteflika,Algeria,Abdelaziz  Bouteflika,DZA,the current Chairperson of the Organization of African Unity (OAU)
1389,General debate,A_54_PV.4_E, 1999-09-20 ,Mbeki,South Africa,Thabo  Mbeki,ZAF,President of the Republic of South Africa to promote social progress and better standards of life in larger freedom”. 
1372,General debate,A_54_PV.5_E, 1999-09-20 ,Prlic,Bosnia and Herzegovina,Jadranko  Prlic,BIH,
1373,General debate,A_54_PV.5_E, 1999-09-20 ,Cook,United Kingdom,Robin  Cook,GBR,
1374,General debate,A_54_PV.5_E, 1999-09-20 ,Essy,Côte d'Ivoire,Amara  Essy,CIV,
1375,General debate,A_54_PV.5_E, 1999-09-20 ,Choudhry,Fiji,Mahendra Pal  Choudhry,FJI,and inviting him to address the General Assembly. Mr. Choudhry (Fiji): It is my honour today to convey to the Assembly the warm greetings and best wishes of the Government and people of the friendly islands of Fiji. On their behalf
1376,General debate,A_54_PV.5_E, 1999-09-20 ,Forné Molné,Andorra,Marc  Forné Molné,AND,Prime Minister of the Principality of Andorra 
1377,General debate,A_54_PV.5_E, 1999-09-20 ,Hun Sen (Cambodia. Prime Minister),Cambodia,un Sen ,KHM,Prime Minister of the Kingdom of Cambodia 
1378,General debate,A_54_PV.5_E, 1999-09-20 ,Bondevik,Norway,Kjell Magne  Bondevik,NOR,Prime Minister of the Kingdom of Norway 
1379,General debate,A_54_PV.5_E, 1999-09-20 ,Hasina,Bangladesh,Sheikh  Hasina,BGD,Prime Minister of the Peoples Republic of Bangladesh 
1380,General debate,A_54_PV.5_E, 1999-09-20 ,Sampaio,Portugal,Jorge Fernando de  Sampaio,PRT,President of the Portuguese Republic 5th plenary meeting 20 September 1999 
1381,General debate,A_54_PV.5_E, 1999-09-20 ,Pastrana Arango,Colombia,Andrés  Pastrana Arango,COL,President of the Republic of Colombia 
1382,General debate,A_54_PV.5_E, 1999-09-20 ,Alemán Lacayo,Nicaragua,Arnoldo  Alemán Lacayo,NIC,President of the Republic of Nicaragua 
1383,General debate,A_54_PV.5_E, 1999-09-20 ,Mkapa,United Republic of Tanzania,Benjamin W.  Mkapa,TZA,President of the United Republic of Tanzania 
1366,General debate,A_54_PV.6_E, 1999-09-21 ,Gbeho,Ghana,James Victor  Gbeho,GHA,
1367,General debate,A_54_PV.6_E, 1999-09-21 ,Ivanov,Russian Federation,I.S.  Ivanov,RUS,Minister for Foreign Affairs of the Russian Federation. Mr. Ivanov (Russian Federation) (spoke in Russian): 
1368,General debate,A_54_PV.6_E, 1999-09-21 ,Irigoyen,Guatemala,Alvaro Arzu  Irigoyen,GTM,President of the Republic of Guatemala 
1369,General debate,A_54_PV.6_E, 1999-09-21 ,Mugabe,Zimbabwe,Robert Gabriel  Mugabe,ZWE,President of the Republic of Zimbabwe 
1370,General debate,A_54_PV.6_E, 1999-09-21 ,Clinton,United States,Bill  Clinton,USA,President of the United States of America 
1371,General debate,A_54_PV.6_E, 1999-09-21 ,Fujimori,Peru,Alberto  Fujimori,PER,President of the Republic of Peru 
1354,General debate,A_54_PV.7_E, 1999-09-21 ,Matutes,Spain,Abel  Matutes,ESP,on whom I now call. Mr. Matutes (Spain) (spoke in Spanish): I sincerely congratulate Mr. Gurirab on his election as President of the General Assembly at this session
1355,General debate,A_54_PV.7_E, 1999-09-21 ,Al-Nuaimi,United Arab Emirates,Rashid Abdullah  Al-Nuaimi,ARE,
1356,General debate,A_54_PV.7_E, 1999-09-21 ,Lindh,Sweden,Anna  Lindh,SWE,for the determination and wisdom he has shown in the quest for solutions to the central concerns of the international community. 
1357,General debate,A_54_PV.7_E, 1999-09-21 ,Kamilov,Uzbekistan,Abdulaziz  Kamilov,UZB,to whom I give the floor. of Uzbekistan
1358,General debate,A_54_PV.7_E, 1999-09-21 ,Benaissa,Morocco,Mohamed  Benaissa,MAR,Minister for Foreign Affairs and Cooperation of Morocco. Mr. Benaissa (Morocco) (spoke in Arabic): It gives me great pleasure to congratulate you
1359,General debate,A_54_PV.7_E, 1999-09-21 ,Tarasyuk,Ukraine,Boris  Tarasyuk,UKR,
1360,General debate,A_54_PV.7_E, 1999-09-21 ,Ferrero-Waldner,Austria,Benita  Ferrero-Waldner,AUT,
1361,General debate,A_54_PV.7_E, 1999-09-21 ,Koumura,Japan,Masahiko  Koumura,JPN,
1362,General debate,A_54_PV.7_E, 1999-09-21 ,Sidibe,Mali,Modibo  Sidibe,MLI,Minister for Foreign Affairs of Mali. Mr. Sidibe (Mali) (spoke in French): I wish first to congratulate you warmly
1363,General debate,A_54_PV.7_E, 1999-09-21 ,Dzurinda,Slovakia,Mikulás  Dzurinda,SVK,Prime Minister of the Slovak Republic 
1364,General debate,A_54_PV.7_E, 1999-09-21 ,Menem,Argentina,Carlos Saúl  Menem,ARG,President of the Argentine Republic 
1365,General debate,A_54_PV.7_E, 1999-09-21 ,Chávez Frías,Venezuela,Hugo  Chávez Frías,VEN,President of the Republic of Venezuela 
1347,General debate,A_54_PV.8_E, 1999-09-22 ,Gatti,San Marino,Gabriele  Gatti,SMR,
1348,General debate,A_54_PV.8_E, 1999-09-22 ,Dini,Italy,Lamberto  Dini,ITA,
1349,General debate,A_54_PV.8_E, 1999-09-22 ,Tang,China,Jiaxuan  Tang,CHN,on whom I now call. Mr. Tang Jiaxuan (China) (spoke in Chinese): Please allow me to warmly congratulate you
1350,General debate,A_54_PV.8_E, 1999-09-22 ,Fisher,Germany,Joschka  Fisher,DEU,
1351,General debate,A_54_PV.8_E, 1999-09-22 ,Vike-Freiberga,Latvia,Vaira  Vike-Freiberga,LVA,President of the Republic of Latvia 
1352,General debate,A_54_PV.8_E, 1999-09-22 ,González Macchi,Paraguay,Luis  González Macchi,PRY,President of the Republic of Paraguay 8th meeting 22 September 1999 
1353,General debate,A_54_PV.8_E, 1999-09-22 ,Facusse,Honduras,Carlos  Facusse,HND,President of the Republic of Honduras 
1334,General debate,A_54_PV.9_E, 1999-09-22 ,Singh,India,Mr.  Singh,IND,President of the Republic of Djibouti 
1335,General debate,A_54_PV.9_E, 1999-09-22 ,Kavan,Czech Republic,Jan  Kavan,CZE,the urgent need to build an international system that will reward those who protect the environment and penalize those who contaminate or destroy it. Currently
1336,General debate,A_54_PV.9_E, 1999-09-22 ,Shikhmuradov,Turkmenistan,Boris  Shikhmuradov,TKM,
1337,General debate,A_54_PV.9_E, 1999-09-22 ,Petersen,Denmark,Niels Helveg  Petersen,DNK,on whom I now call. Mr. Petersen (Denmark): Let me first associate myself with the statement of my colleague
1338,General debate,A_54_PV.9_E, 1999-09-22 ,Papandreou,Greece,George A.  Papandreou,GRC,
1339,General debate,A_54_PV.9_E, 1999-09-22 ,Aziz,Pakistan,Sartaj  Aziz,PAK,on whom I now call. Mr. Aziz (Pakistan): Mr.President
1340,General debate,A_54_PV.9_E, 1999-09-22 ,Douglas,Saint Kitts and Nevis,Denzil  Douglas,KNA,Prime Minister of Saint Kitts and Nevis 
1341,General debate,A_54_PV.9_E, 1999-09-22 ,Chiluba,Zambia,Frederick  Chiluba,ZMB,President of the Republic of Zambia 
1342,General debate,A_54_PV.9_E, 1999-09-22 ,Falcam,Micronesia,Leo Amy  Falcam,FSM,President of Federated States of Micronesia the 
1343,General debate,A_54_PV.9_E, 1999-09-22 ,Falcam,South Pacific Forum,Leo Amy  Falcam,South Pacific Forum,President of Federated States of Micronesia the 
1344,General debate,A_54_PV.9_E, 1999-09-22 ,Wijdenbosch,Suriname,Jules Albert  Wijdenbosch,SUR,President of the Republic of Suriname 
1345,General debate,A_54_PV.9_E, 1999-09-22 ,Rodríguez Echeverría,Costa Rica,Miguel Angel  Rodríguez Echeverría,CRI,President of the Republic of Costa Rica 
1346,General debate,A_54_PV.9_E, 1999-09-22 ,Guelleh,Djibouti,Ismaël Omar  Guelleh,DJI,President of the Republic of Djibouti 
